ThumbnailId,videoImg,videoId,videoactivity,videotype,videodescription,plan_url,plan_id,day_id,day_name,ThumbnailPath,VideoPath
3076772393,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772392,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772391,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772390,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772389,https://sagafit.virtuagym.com/thumb/activity/picture/b9c40b3d75ac5a40d789fd07c9c60d0fe23c.png,2023_oa040.mp4,Press de banca inclinado máquina de Smith,strength,"Pecho superior, Pecho, Tríceps, Hombros parte delantera",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772388,https://sagafit.virtuagym.com/thumb/activity/picture/b02f2a08c64577199c06ad3eb592e5dcbee4.png,2023_gc003.mp4,Contractora,strength,Pecho ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772387,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772386,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772385,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772384,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772383,https://sagafit.virtuagym.com/thumb/activity/picture/e2c8146b0723bc1e8f4ab60aad354a25846d.png,2023_dc004.mp4,Press de banca inclinado - Mancuernas,strength,"Pecho superior, Hombros, Tríceps",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772382,https://sagafit.virtuagym.com/thumb/activity/picture/c85920f89b8c9ef3921c4d37bc4bfa81160d.png,2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"Pecho, Tríceps, Dorsales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772381,https://sagafit.virtuagym.com/thumb/activity/picture/3afe2d9e521e9b49bf253919bd584c18dff5.png,2023_oa047.mp4,Fondos de tríceps - Caja,strength,Tríceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772380,https://sagafit.virtuagym.com/thumb/activity/picture/b50159cbd11c9f236e5ba8909c714782ac8a.png,2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772377,https://sagafit.virtuagym.com/thumb/activity/picture/418926c223e44a25495994d9d85859735c4a.png,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220897,9829516,18220897,día 1,videofitness\9829516\día 1\images,videofitness\9829516\día 1
3076772407,https://sagafit.virtuagym.com/thumb/activity/picture/36422f346cb53901ef8d71b5bb17d50e67ac.png,2023_xa015.mp4,Escalada,strength,"Cuádriceps, Abdominales - Abdominales rectos ",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772406,https://sagafit.virtuagym.com/thumb/activity/picture/01d9fabd427d872c3c03642214c2683750b1.png,2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772405,https://sagafit.virtuagym.com/thumb/activity/picture/67460a8d05b9dfa4a8de724d0c523511b7bd.png,2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772404,https://sagafit.virtuagym.com/thumb/activity/picture/56ded389720f186aec6cf71a82f82ef96bc4.png,2023_rob069.mp4,Zancada caminando - Mancuernas,strength,"Cuádriceps, Glúteos ",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772403,https://sagafit.virtuagym.com/thumb/activity/picture/e0c715f71adb4df8c73bb08430c3d8e40781.png,2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772402,https://sagafit.virtuagym.com/thumb/activity/picture/718bd59f24dedef27cab1ea2c0f3735a56e3.png,2023_id0258.mp4,Paso lateral estático,strength,Glúteos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772401,https://sagafit.virtuagym.com/thumb/activity/picture/e3124b7ad8c781e1119239091d969e49573b.png,2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"Cuádriceps, Glúteos, Piernas, Zona lumbar",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772400,https://sagafit.virtuagym.com/thumb/activity/picture/7140996a4a1fd940e4f73e607e583cf2a84d.png,2023_id0006.mp4,Sentadillas con salto,strength,"Cuádriceps, Glúteos, Corvas, Zona lumbar",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772399,https://sagafit.virtuagym.com/thumb/activity/picture/3626d8eeda4d4d30ec2538ebe1db1232629d.png,2023_ke012.mp4,Balanceo - Kettlebell,strength,"Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772398,https://sagafit.virtuagym.com/thumb/activity/picture/3b636f8770da10da0075ea8480a15a59c74a.png,2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772397,https://sagafit.virtuagym.com/thumb/activity/picture/1cc6d82da572423adb4fb6a04891d723ee44.png,2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772396,https://sagafit.virtuagym.com/thumb/activity/picture/418926c223e44a25495994d9d85859735c4a.png,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220898,9829516,18220898,día 2,videofitness\9829516\día 2\images,videofitness\9829516\día 2
3076772420,https://sagafit.virtuagym.com/thumb/activity/picture/f3be7d427e1c54da5c8edd2ebc48bb6da39b.png,2023_id0518.mp4,Dominada con agarre amplio,strength,Dorsales ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772418,https://sagafit.virtuagym.com/thumb/activity/picture/b6b9cefb53713ce4c341154f18b035ca3709.png,2023_id0475.mp4,"Crunch reverso en maquina, Silla de capitán",strength,Todos los abdominales ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772417,https://sagafit.virtuagym.com/thumb/activity/picture/51a3a4bf5c35a2c559f920ca4162aec91933.png,2023_gb002.mp4,Jalon al pecho,strength,"Dorsales, Bíceps, Espalda",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772416,https://sagafit.virtuagym.com/thumb/activity/picture/0484bd99109f0761bbd27db6fe81c522cecf.png,2023_oa059.mp4,Remo bajo - Máquina de polea,strength,"Zona cervical, Bíceps, Hombros parte trasera, Dorsales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772415,https://sagafit.virtuagym.com/thumb/activity/picture/6c1c491a7ca5e4822770e9c811477a24bc91.png,2023_id0150.mp4,Olas verticales,strength,"Hombros, Bíceps, Abdominales - Abdominales rectos, Cuádriceps, Antebrazos",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772414,https://sagafit.virtuagym.com/thumb/activity/picture/503860a9a4df8b6582a49e5e0b506ccf5677.png,2023_id0151.mp4,Olas frontales,strength,"Hombros, Oblicuos, Cuádriceps",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772413,https://sagafit.virtuagym.com/thumb/activity/picture/4b3aae97b7b6da4bf0eb123bc6acca270720.png,2023_oa050.mp4,Extension de columna baja,strength,"Zona lumbar, Corvas, Glúteos",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772412,https://sagafit.virtuagym.com/thumb/activity/picture/6510d2dbcd5fcf6204821830c5ce95f5630f.png,2023_sid0001.mp4,Remo T-Bar - Barra,strength,"Zona cervical, Hombros parte trasera, Bíceps, Dorsales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772411,https://sagafit.virtuagym.com/thumb/activity/picture/6074b29d40ae2aed62d650ab387c2a2ec341.png,2023_oa016.mp4,Curl de bíceps de pie - EZ bar,strength,Bíceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772410,https://sagafit.virtuagym.com/thumb/activity/picture/4f0ef0b20f38f201b3ef2cea92ef8efed51e.png,2023_oa031.mp4,Curl martillo,strength,Bíceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3076772409,https://sagafit.virtuagym.com/thumb/activity/picture/eb722288b1008fc11feb504192c3de89ffb6.png,2023_cm005.mp4,Cinta de correr 8 km/h ~ 5 mph,cardio,"Sistema cardiovascular, Piernas",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9829516&day_id=18220899,9829516,18220899,día 3,videofitness\9829516\día 3\images,videofitness\9829516\día 3
3131539821,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539820,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539819,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539818,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539817,https://sagafit.virtuagym.com/thumb/activity/picture/b9c40b3d75ac5a40d789fd07c9c60d0fe23c.png,2023_oa040.mp4,Press de banca inclinado máquina de Smith,strength,"Pecho superior, Pecho, Tríceps, Hombros parte delantera",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539816,https://sagafit.virtuagym.com/thumb/activity/picture/b02f2a08c64577199c06ad3eb592e5dcbee4.png,2023_gc003.mp4,Contractora,strength,Pecho ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539815,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539814,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539813,https://sagafit.virtuagym.com/thumb/activity/picture/36676b8a645de0b2a6fda70bb03d463ab797.png,2023_cw003.mp4,Jumping jacks,cardio,"Sistema cardiovascular, Cuerpo completo",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539812,https://sagafit.virtuagym.com/thumb/activity/picture/213e1b1143b856b61ce43fdfc2c8f269c5e0.png,2023_xa002.mp4,Crunch reverso en banco,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539811,https://sagafit.virtuagym.com/thumb/activity/picture/e2c8146b0723bc1e8f4ab60aad354a25846d.png,2023_dc004.mp4,Press de banca inclinado - Mancuernas,strength,"Pecho superior, Hombros, Tríceps",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539809,https://sagafit.virtuagym.com/thumb/activity/picture/c85920f89b8c9ef3921c4d37bc4bfa81160d.png,2023_oa069.mp4,Pullover con brazos doblados - Con pesa,strength,"Pecho, Tríceps, Dorsales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539808,https://sagafit.virtuagym.com/thumb/activity/picture/3afe2d9e521e9b49bf253919bd584c18dff5.png,2023_oa047.mp4,Fondos de tríceps - Caja,strength,Tríceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539807,https://sagafit.virtuagym.com/thumb/activity/picture/b50159cbd11c9f236e5ba8909c714782ac8a.png,2023_gt001.mp4,Extension de codo - Polea,strength,Tríceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539806,https://sagafit.virtuagym.com/thumb/activity/picture/418926c223e44a25495994d9d85859735c4a.png,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512214,9941830,18512214,día 1,videofitness\9941830\día 1\images,videofitness\9941830\día 1
3131539834,https://sagafit.virtuagym.com/thumb/activity/picture/36422f346cb53901ef8d71b5bb17d50e67ac.png,2023_xa015.mp4,Escalada,strength,"Cuádriceps, Abdominales - Abdominales rectos ",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539833,https://sagafit.virtuagym.com/thumb/activity/picture/01d9fabd427d872c3c03642214c2683750b1.png,2023_xa023.mp4,Crunch tocando los dedos de los pies,strength,Abdominales - Abdominales rectos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539832,https://sagafit.virtuagym.com/thumb/activity/picture/67460a8d05b9dfa4a8de724d0c523511b7bd.png,2023_sid0012.mp4,Extensión de piernas sentado,strength,Cuádriceps ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539831,https://sagafit.virtuagym.com/thumb/activity/picture/56ded389720f186aec6cf71a82f82ef96bc4.png,2023_rob069.mp4,Zancada caminando - Mancuernas,strength,"Cuádriceps, Glúteos ",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539830,https://sagafit.virtuagym.com/thumb/activity/picture/e0c715f71adb4df8c73bb08430c3d8e40781.png,2023_gl003.mp4,Máquina para abductores de piernas sentado,strength,Abductor ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539829,https://sagafit.virtuagym.com/thumb/activity/picture/718bd59f24dedef27cab1ea2c0f3735a56e3.png,2023_id0258.mp4,Paso lateral estático,strength,Glúteos ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539828,https://sagafit.virtuagym.com/thumb/activity/picture/e3124b7ad8c781e1119239091d969e49573b.png,2023_id0106.mp4,Sentadilla multipower Máquina de Smith,strength,"Cuádriceps, Glúteos, Piernas, Zona lumbar",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539827,https://sagafit.virtuagym.com/thumb/activity/picture/7140996a4a1fd940e4f73e607e583cf2a84d.png,2023_id0006.mp4,Sentadillas con salto,strength,"Cuádriceps, Glúteos, Corvas, Zona lumbar",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539826,https://sagafit.virtuagym.com/thumb/activity/picture/3626d8eeda4d4d30ec2538ebe1db1232629d.png,2023_ke012.mp4,Balanceo - Kettlebell,strength,"Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539825,https://sagafit.virtuagym.com/thumb/activity/picture/3b636f8770da10da0075ea8480a15a59c74a.png,2023_oa100.mp4,Press de hombros sentado - Mancuernas,strength,Hombros ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539824,https://sagafit.virtuagym.com/thumb/activity/picture/1cc6d82da572423adb4fb6a04891d723ee44.png,2023_ds001.mp4,Elevaciones laterales de pie - mancuernas,strength,Hombros ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539823,https://sagafit.virtuagym.com/thumb/activity/picture/418926c223e44a25495994d9d85859735c4a.png,2023_cm005.mp4,Cinta de correr a 6 km/h ~ 3,cardio,"Sistema cardiovascular, Piernas",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512215,9941830,18512215,día 2,videofitness\9941830\día 2\images,videofitness\9941830\día 2
3131539845,https://sagafit.virtuagym.com/thumb/activity/picture/f3be7d427e1c54da5c8edd2ebc48bb6da39b.png,2023_id0518.mp4,Dominada con agarre amplio,strength,Dorsales ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512216,9941830,18512216,día 3,videofitness\9941830\día 3\images,videofitness\9941830\día 3
3131539844,https://sagafit.virtuagym.com/thumb/activity/picture/b6b9cefb53713ce4c341154f18b035ca3709.png,2023_id0475.mp4,"Crunch reverso en maquina, Silla de capitán",strength,Todos los abdominales ,https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512216,9941830,18512216,día 3,videofitness\9941830\día 3\images,videofitness\9941830\día 3
3131539843,https://sagafit.virtuagym.com/thumb/activity/picture/51a3a4bf5c35a2c559f920ca4162aec91933.png,2023_gb002.mp4,Jalon al pecho,strength,"Dorsales, Bíceps, Espalda",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512216,9941830,18512216,día 3,videofitness\9941830\día 3\images,videofitness\9941830\día 3
3131539842,https://sagafit.virtuagym.com/thumb/activity/picture/0484bd99109f0761bbd27db6fe81c522cecf.png,2023_oa059.mp4,Remo bajo - Máquina de polea,strength,"Zona cervical, Bíceps, Hombros parte trasera, Dorsales",https://sagafit.virtuagym.com/user/anassharboulica-3a9f3e2f/exercise/workout-player?plan_id=9941830&day_id=18512216,9941830,18512216,día 3,videofitness\9941830\día 3\images,videofitness\9941830\día 3
